,	983
.	349
the	339
and	289
to	214
i	164
|romannumeral|	161
of	159
a	148
;	140
my	115
with	111
thou	95
for	91
but	89
in	81
"	81
that	80
|'s|	76
not	71
be	71
me	66
thy	65
is	62
'	61
by	59
he	56
his	55
thee	52
from	52
her	50
this	48
?	48
all	46
who	44
on	44
it	43
:	43
or	40
love	40
if	36
as	31
."	29
venus	28
so	28
at	27
one	26
have	26
what	25
was	25
no	25
when	24
sea	24
here	24
now	23
him	23
more	22
then	21
are	21
whose	20
she	20
may	20
yet	19
will	19
tis	19
shall	19
made	19
fair	19
well	18
their	18
whom	17
had	17
doth	17
did	17
can	17
an	17
which	16
where	16
thine	16
ye	15
they	15
own	15
nor	15
great	15
!	15
|arabic1digit|	14
your	14
them	14
must	14
cupid	14
see	13
dost	13
am	13
would	12
its	12
hair	12
earth	12
you	11
up	11
say	11
most	11
know	11
do	11
bacchus	11
art	11
wine	10
why	10
were	10
too	10
these	10
how	10
has	10
each	10
come	10
unto	9
tomb	9
thus	9
song	9
never	9
mortal	9
make	9
like	9
life	9
lie	9
idylls	9
friend	9
epigrams	9
any	9
?"	9
we	8
think	8
still	8
should	8
phoebus	8
our	8
o	8
man	8
hath	8
happy	8
good	8
cannot	8
both	8
—	7
|arabic2digit|	7
wouldst	7
take	7
son	7
sleep	7
said	7
peace	7
pan	7
muses	7
much	7
heaven	7
heart	7
gods	7
fish	7
first	7
dear	7
breast	7
word	6
wilt	6
wealth	6
vine	6
upon	6
traveller	6
such	6
strain	6
some	6
skill	6
send	6
provide	6
offering	6
ocean	6
nothing	6
music	6
muse	6
minstrel	6
mine	6
might	6
melody	6
long	6
let	6
jove	6
hermes	6
give	6
gave	6
forth	6
fire	6
ever	6
eros	6
ere	6
came	6
been	6
away	6
another	6
aid	6
wings	5
very	5
twas	5
truth	5
time	5
thyself	5
three	5
though	5
those	5
thing	5
than	5
taste	5
sweet	5
spring	5
soon	5
sit	5
sing	5
shrine	5
shouldst	5
shepherd	5
shade	5
scorn	5
save	5
same	5
sad	5
rest	5
prove	5
prayer	5
praxiteles	5
pallas	5
over	5
other	5
old	5
oft	5
nought	5
many	5
living	5
light	5
lies	5
himself	5
gifts	5
gift	5
fly	5
find	5
fear	5
fame	5
eyes	5
eye	5
dust	5
died	5
die	5
dead	5
day	5
could	5
child	5
bow	5
best	5
among	5
alone	5
again	5
(	5
years	4
worn	4
within	4
winged	4
wild	4
wife	4
voice	4
urn	4
two	4
true	4
torch	4
throat	4
tell	4
taught	4
stone	4
speed	4
shell	4
seek	4
rose	4
rich	4
remove	4
rare	4
pray	4
plane	4
path	4
paid	4
none	4
name	4
myself	4
mind	4
meet	4
lyre	4
loved	4
lest	4
late	4
last	4
land	4
kind	4
ill	4
house	4
home	4
hive	4
hither	4
head	4
hast	4
grace	4
gold	4
god	4
friends	4
found	4
flowers	4
filled	4
feet	4
far	4
except	4
essay	4
enough	4
end	4
dwell	4
didst	4
dew	4
deity	4
cup	4
crook	4
clear	4
claim	4
canst	4
call	4
buried	4
brought	4
bosom	4
born	4
blessed	4
bird	4
bent	4
before	4
beauty	4
bear	4
aught	4
arms	4
alas	4
age	4
youth	3
you're	3
wrought	3
wreath	3
withered	3
wise	3
winds	3
while	3
welcome	3
way	3
wandering	3
victory	3
us	3
tresses	3
tress	3
tree	3
torn	3
things	3
thence	3
tears	3
swiftly	3
sweets	3
swallow	3
strength	3
storm	3
stay	3
stars	3
spread	3
sound	3
soul	3
sought	3
sort	3
solely	3
small	3
sings	3
since	3
simplicity	3
silent	3
shalt	3
says	3
saw	3
sake	3
sage	3
rude	3
road	3
right	3
pride	3
potent	3
pleasant	3
pine	3
piety	3
philosophy	3
persuade	3
perceive	3
passion	3
pains	3
open	3
only	3
once	3
nymphs	3
nature	3
mountain	3
mother	3
men	3
mellow	3
meleager	3
maid	3
low	3
lovely	3
lost	3
looking	3
look	3
live	3
lion	3
limbs	3
liberal	3
leaves	3
leave	3
lead	3
lais	3
known	3
keep	3
just	3
into	3
i'll	3
humble	3
huge	3
hope	3
honey	3
high	3
hercules	3
hence	3
hear	3
health	3
hadst	3
greek	3
grave	3
grape	3
grant	3
graces	3
glorious	3
glad	3
gem	3
full	3
frog	3
fortune	3
fond	3
foe	3
foam	3
flocks	3
flock	3
flame	3
fellow	3
favour	3
fault	3
fate	3
fare	3
every	3
even	3
erst	3
either	3
ear	3
down	3
divide	3
desire	3
design	3
depart	3
delights	3
dedicate	3
death	3
cried	3
courage	3
couch	3
corpse	3
chase	3
charms	3
carved	3
care	3
breathe	3
bloom	3
blithe	3
bestow	3
beside	3
bees	3
bee	3
bade	3
back	3
asleep	3
also	3
air	3
agree	3
adorn	3
^	3
!)	3
young	2
yoke	2
woven	2
world	2
wont	2
woman	2
wolves	2
without	2
wish	2
winging	2
willing	2
wicker	2
wholly	2
whole	2
white	2
wherefore	2
wept	2
went	2
weedy	2
wear	2
weak	2
waves	2
wave	2
watch	2
waste	2
waits	2
various	2
undone	2
twofold	2
twixt	2
turn	2
trophies	2
tranquil	2
trampled	2
trace	2
touch	2
tossed	2
titus	2
till	2
thoughts	2
thou'lt	2
thirst	2
thinking	2
thick	2
therefore	2
there	2
tempt	2
tear	2
tasks	2
tamed	2
tail	2
syrian	2
swarms	2
suspend	2
sure	2
summer	2
suit	2
submissive	2
string	2
streams	2
stranger	2
strains	2
stores	2
store	2
sting	2
stern	2
starry	2
stand	2
spontaneous	2
spoils	2
spite	2
speech	2
sped	2
speak	2
spare	2
sorrow	2
soft	2
sod	2
sober	2
smile	2
slumbering	2
slew	2
slept	2
sleeps	2
skies	2
sip	2
silver	2
side	2
shun	2
short	2
shores	2
shaft	2
shadow	2
served	2
seeks	2
scroll	2
satire	2
sandals	2
sand	2
sam	2
salute	2
sail	2
safe	2
sacrifice	2
rural	2
rule	2
rome	2
rogue	2
rods	2
river	2
rites	2
ride	2
rhodope	2
return	2
resigned	2
repose	2
report	2
repast	2
repaid	2
reluctant	2
reeds	2
reed	2
receptacle	2
receive	2
reared	2
rather	2
prosper	2
prize	2
priapus	2
prayers	2
praise	2
pour	2
poor	2
poet	2
pluto	2
pleased	2
place	2
piso	2
piping	2
pipe	2
pinions	2
phanion	2
pet	2
perfumed	2
pelf	2
pearly	2
patient	2
pastoral	2
past	2
part	2
paris	2
pair	2
others	2
offerings	2
oblivion	2
niobe	2
night	2
nigh	2
new	2
needs	2
neath	2
near	2
nay	2
named	2
myrrh	2
myriad	2
mutual	2
mortals	2
moon	2
monstrous	2
moist	2
miser	2
mimic	2
mightest	2
mid	2
met	2
merit	2
menodotis	2
menas	2
meek	2
mayest	2
master	2
marble	2
mantling	2
main	2
lulled	2
lover	2
little	2
lips	2
lip	2
linked	2
lightly	2
lift	2
leveret	2
less	2
length	2
lend	2
leech	2
leaf	2
lays	2
lavish	2
laurels	2
laurel	2
laugh	2
laid	2
knows	2
kine	2
joys	2
joy	2
instrument	2
instead	2
inspired	2
insipid	2
innocence	2
injured	2
illustrious	2
honest	2
hollow	2
holds	2
hill	2
hide	2
hers	2
herd	2
henceforth	2
haste	2
hardly	2
hard	2
hand	2
guard	2
ground	2
grief	2
grey	2
gout	2
got	2
goose	2
golden	2
goddess	2
goad	2
go	2
glows	2
gives	2
gate	2
gale	2
gain	2
fruits	2
fowler	2
forsaking	2
form	2
forgot	2
fool	2
flute	2
flung	2
flowing	2
flower	2
flour	2
flees	2
five	2
fit	2
figure	2
fig	2
fierce	2
few	2
fence	2
fell	2
feeble	2
feathery	2
feasting	2
false	2
faint	2
fact	2
face	2
extol	2
exceed	2
evil	2
europa	2
erixenus	2
epitaph	2
epicurus	2
entreat	2
entirely	2
endymion	2
endears	2
emblem	2
else	2
early	2
e	2
dread	2
doctor	2
divine	2
designed	2
descends	2
demands	2
delightful	2
deem'st	2
daughter	2
dark	2
daphnis	2
daphne	2
dainty	2
d	2
cull	2
crown	2
country	2
close	2
clay	2
children	2
cheek	2
charon	2
catch	2
cat	2
cast	2
case	2
carol	2
can't	2
calm	2
calls	2
bulls	2
bull	2
broken	2
bringing	2
bright	2
brief	2
brass	2
branch	2
bowl	2
boon	2
bones	2
board	2
blushing	2
blue	2
blown	2
blossom	2
billows	2
beyond	2
bestowed	2
believe	2
belief	2
behold	2
befall	2
bark	2
bacchic	2
b	2
awe	2
awake	2
austere	2
ass	2
aside	2
appease	2
apollo	2
amorous	2
amis	2
always	2
altar	2
alcman	2
airy	2
ah	2
agreed	2
after	2
above	2
abodes	2
abide	2
.''	2
-	2
)	2
■the	1
£	1
zephyr	1
zenophile	1
yourselvesto	1
you'll	1
yon	1
yield	1
yesterday	1
yes	1
yeolus	1
yelling	1
yea	1
xxxxix	1
xxxiir	1
wrote	1
wrong	1
write	1
writ	1
wrinkles	1
wring	1
wretch	1
wreaths	1
wreathing	1
wreathed	1
wreathe	1
wrath	1
wrapped	1
wove	1
wottest	1
worthily	1
worth	1
worshipper	1
wore	1
words	1
wool	1
wooest	1
wooded	1
wood	1
wolf	1
woe	1
wm^ts	1
witness	1
witching	1
wit	1
wistful	1
wished	1
wisdom	1
wintery	1
wing	1
wind	1
willingly	1
wiles	1
wile	1
wielding	1
widely	1
wide	1
whitens	1
whiteness	1
whit	1
whether	1
whence	1
wheel	1
wheat	1
wet	1
westward	1
wert	1
wends	1
wend	1
welling	1
weights	1
weight	1
weighs	1
weeping	1
weepest	1
weep	1
week	1
wedded	1
wed	1
weaves	1
weave	1
weather	1
weal	1
ways	1
wayfaring	1
wax	1
wavering	1
wars	1
warriors	1
warns	1
warm	1
warlike	1
wares	1
warder	1
ward	1
warbling	1
warble	1
war	1
wanting	1
wanes	1
wane	1
wallet	1
wage	1
voyage	1
vows	1
vowed	1
vow	1
vouchsafed	1
vouchsafe	1
void	1
violet	1
vintage	1
vineyard	1
viewless	1
view	1
vice	1
vi^ill	1
vex	1
vessels	1
versa	1
verdure	1
verdant	1
venuses	1
venom	1
venerable	1
vat	1
vast	1
varius	1
v^sculapius	1
utter	1
useless	1
used	1
usage	1
urged	1
urchin	1
urbanity	1
unwhipt	1
unwary	1
unveiled	1
until	1
unthought	1
unsuspecting	1
unsubdued	1
unshielded	1
unshepherded	1
unrefined	1
unmellowed	1
unload	1
unkind	1
united	1
ungenial	1
unfermented	1
unequally	1
undulating	1
undertaker	1
uncaged	1
unbound	1
unbought	1
unblest	1
unbars	1
unanimously	1
unaided	1
tyre	1
twins	1
twinkling	1
twere	1
twelve	1
turbots	1
tumultuays	1
tue	1
trust	1
trunk	1
troops	1
trojans	1
trod	1
tripoded	1
trip	1
trident	1
triads	1
trembled	1
treasury	1
treasures	1
tread	1
trap	1
transpose	1
transparent	1
transformed	1
train	1
trade	1
track	1
town	1
tower	1
touched	1
tottering	1
tortoise	1
tools	1
tombstone	1
tom	1
tolerate	1
told	1
token	1
toils	1
tlock	1
titian	1
tissue	1
tinge	1
timorous	1
times	1
tide	1
thyrsis	1
throws	1
through	1
throngs	1
throng	1
thrilling	1
thrice	1
thouwouldst	1
thoughtless	1
thornback	1
thirsty	1
thf	1
theris	1
therewith	1
thereupon	1
therein	1
thatch	1
thasos	1
thanks	1
thankless	1
testament	1
tesselated	1
tenos	1
tends	1
tendril	1
tender	1
tenant	1
tempts	1
temperance	1
teetotallers	1
teetotalism	1
teems	1
teach	1
tarrying	1
tame	1
talons	1
tall^ean	1
talkative	1
talk	1
tales	1
tale	1
takest	1
taken	1
tablet	1
table	1
t	1
symptom	1
swift	1
swells	1
sweetness	1
sweetly	1
swearing	1
sways	1
swayed	1
sway	1
swart	1
swans	1
swan	1
swain	1
sustain	1
surveyed	1
survey	1
surpassing	1
surging	1
surges	1
surface	1
surely	1
supplied	1
sunbeams	1
sumptuous	1
summon	1
sultry	1
suitable	1
suffer	1
sudden	1
success	1
sublime	1
subjection	1
subject	1
subdue	1
style	1
stygian	1
sturdy	1
stung	1
study	1
stubborn	1
strown	1
strives	1
strive	1
stripped	1
strike	1
stricken	1
strew'st	1
strew	1
stretch	1
streets	1
streamed	1
streak	1
strayed	1
strategic	1
stratagems	1
strangest	1
strand	1
stoics	1
stillness	1
stick	1
steps	1
steer	1
steai	1
state	1
starving	1
started	1
stare	1
star	1
stands	1
stammering	1
stable	1
st	1
sprung	1
spot	1
sport	1
spoil	1
splendid	1
spirit	1
spiny	1
spin	1
sphery	1
spent	1
spending	1
spell	1
special	1
spear	1
speaks	1
speaking	1
spartan	1
sparta	1
spared	1
span	1
space	1
sow	1
sovereign	1
sources	1
sour	1
sounding	1
sorts	1
sorrowful	1
sore	1
songs	1
somewhere	1
somewhat	1
sometimes	1
soliciting	1
solemn	1
sold	1
solace	1
soiled	1
softly	1
sodamus	1
socket	1
sobs	1
sobriety	1
sob	1
snowy	1
snows	1
snow	1
snares	1
smyrna	1
smooth	1
smiting	1
smite	1
smiling	1
smart	1
sly	1
slumber	1
slow	1
slits	1
slipshod	1
sleepless	1
sleeping	1
slay	1
sky	1
skin	1
skim	1
skilful	1
sketched	1
six	1
sitting	1
sits	1
sire	1
single	1
singing	1
sincerity	1
sin	1
simple	1
simonides	1
silvery	1
sigh	1
sickness	1
sick	1
shunn'st	1
shrill	1
shown	1
showing	1
showering	1
show	1
shouts	1
